Contract Number,Description,Start Date,End Date,Vendor Name,Total Amount,Amount Spent,Procurement Method,Trade Type,Category,Location,Contract Status
1305851,Vr Bk CC- Literacy Program (Brooklyn Comm Ops_COMMUN020459),1/2/2013,7/14/2013,ASHLEE D GOODMAN,"$10,000.00","$4,005.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1305852,Vr Bk CC- Literacy Program (Brooklyn Comm Ops_COMMUN020462),1/2/2013,7/14/2013,STACY A ROBERTS,"$10,000.00","$3,525.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1302834,MONTEREY CC-Guitar Instructor(Comm Ops Pro&Asse_COMMUN021485),1/2/2013,12/31/2013,MUSIC IN THE CENTER INC,"$15,000.00","$15,000.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,MONTEREY COMMUNITY CTR - C323,Expired
1300262,FAMILY SERVICES - Outreach Worker (Family Svcs_SELECT019586),1/2/2013,12/31/2013,ZIPPORAH YOEL,"$29,997.00","$1,848.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,FAMILY PARTNERSHIPS-CO-0766,Expired
1300264,Various Sites-Outreach Consultant (Family Services_SELECT019587),1/2/2013,1/31/2014,CLAUDIA MARROQUIN,"$29,997.00","$27,513.75",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1300265,Astoria Houses- Outreach Consultant (Family Services_SELECT019588),1/2/2013,1/31/2014,GRACE LEE,"$29,997.00","$25,376.50",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,ASTORIA-0517,Expired
1300266,Astoria Houses- Outreach Consultant (Family Services_SELECT019590),1/2/2013,12/31/2014,ALEJANDRO LATORRE,"$29,997.00","$26,515.50",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,ASTORIA-0517,Expired
1300267,Internl Towers- Outreach Consultant(Family Services_SELECT019591),1/2/2013,1/31/2014,SABRINA LASSITER,"$29,997.00","$24,807.75",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,INTERNATIONAL T-0296,Expired
1300261,Family Srv- Outreach Consultant (Family Services_SELECT019585),1/2/2013,1/31/2014,HELENE TEXEIRA,"$29,997.00","$28,470.75",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,FAMILY PARTNERSHIPS-CO-0766,Expired
1300436,Measuring Economic Impact of NYCHA on NYC(DR&M_ RFP# 33918_A.Flatley),1/2/2013,8/31/2013,HR&A ADVISORS INC,"$41,750.00","$41,750.00",COMPETETIVE RFP,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,PERFORMANCE TRACKING & ANALYTICS (0078),Expired
1300249,FAMILY SERVICES - Cleaning Consultant (Family Svcs_FAMILY019566),1/2/2013,1/31/2014,ERIC EDWARDS.,"$44,462.60","$39,649.86",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,FAMILY PARTNERSHIPS-CO-0766,Expired
1300250,FAMILY SERVICES - Emergency Processor (Family Svcs_FAMILY019567),1/2/2013,12/31/2013,DEBORAH ROSARIO,"$29,997.00","$17,044.50",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,FAMILY PARTNERSHIPS-CO-0766,Expired
1300457,Quantify the Replace Cost of NYCHA Infrastructure,1/2/2013,8/31/2013,HR&A ADVISORS INC,"$39,750.00","$39,750.00",COMPETETIVE RFP,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,PERFORMANCE TRACKING & ANALYTICS (0078),Expired
1300248,Family Services -Office Cleaning Consultant (Family Serv_FAMILY019565),1/2/2013,4/30/2013,NOEL LAPORTE,"$10,944.64","$9,026.33",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1300245,Various MN -Office Cleaning Consultant(Family Services_FAMILY019560),1/2/2013,1/31/2014,MARLON FOSTER,"$44,462.60","$41,982.92",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1300246,FAMILY SERVICES -Office Cleaning Consultant (Family Svcs_FAMILY019561),1/2/2013,1/31/2014,GEORGE HERNANDEZ,"$44,462.60","$37,463.48",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,FAMILY PARTNERSHIPS-CO-0766,Expired
1300247,Family Services -Office Cleaning Consultant(Family Serv_FAMILY019564),1/2/2013,1/31/2014,JOSE RODRIGUEZ..,"$44,462.60","$42,166.16",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1300251,Family Services - Clerical Support (Family Services_FAMILY019569),1/2/2013,1/31/2014,MELISSA JOURDAIN,"$29,997.00","$26,235.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,FAMILY PARTNERSHIPS-CO-0766,Expired
1300252,Family Services - Clerical Support (Family Services_FAMILY019570),1/2/2013,1/31/2014,CLARA CASANOVA,"$27,270.00","$23,661.60",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,FAMILY PARTNERSHIPS-CO-0766,Expired
1300253,Various Bklyn-Outreach Consultant (Family Service_FAMILY019571),1/2/2013,1/31/2014,CASTARINE RODRIGUEZ,"$29,997.00","$27,084.75",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1300254,FAMILY SERVICES - Outreach Consultant (Family Svcs_FAMILY019576),1/2/2013,1/31/2014,NIXALIS DOWDYE,"$29,997.00","$26,507.25",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,FAMILY PARTNERSHIPS-CO-0766,Expired
1300255,WAGNER HSES - Outreach Consultant (Family Svcs_FAMILY019578),1/2/2013,12/31/2013,YAMILLE M. BOSZETA,"$29,997.00","$1,732.50",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,WAGNER S.S.-S224,Expired
1300256,Ft. Washington- Outreach Consultant (Family Services_SELECT019579),1/2/2013,12/31/2013,LETICIA GARCIA.,"$29,997.00","$2,153.25",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,FT WASH REHB A-0341,Expired
1300258,FAMILY SERVICES - Outreach Consultant (Family Svcs_FAMILY019582),1/2/2013,12/31/2013,CLARIBEL BAEZ,"$29,997.00","$20,073.25",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,FAMILY PARTNERSHIPS-CO-0766,Expired
1300259,McKinley- Outreach Consultant (Family Services_SELECT019583),1/2/2013,12/31/2013,DIANNE PADGETT,"$29,997.00","$25,806.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,WILL MCKINLEY-0236,Expired
1229627,GLOVES .NITRI SHIELD,1/1/2013,12/31/2015,NATIONAL INDUSTRIES FOR THE BLIND,"$255,000.00","$254,985.00",GOVERMENT LIST,Materials,TEXTILES.WORK GLOVES,L.I.C.-WHSE -LICW,Expired
1300111,FPA- Monthly Sundries & Addtl Rent Expenses 2013 (FPA_FACILI019492),1/1/2013,2/28/2014,"250 BROADWAY ASSOCIATES, CORP.","$3,300,000.00","$3,032,894.03",NON-COMP - Sole Source,Service,RE-RENT.1CM,FPA 0182,Expired
1300112,FPA-Monthly Sundry & Addtional Rent Expenses 2013 (FPA_FACILI019493),1/1/2013,2/28/2014,BRIDGEDALE LLC,"$1,800,000.00","$1,593,766.39",NON-COMP - Sole Source,Service,RE-RENT.1CM,FPA 0182,Expired
1300113,FPA-Monthly Sundry & Additional Rent Exp.YR2013 (FPA_FACILI019494),1/1/2013,2/28/2014,FORDHAM RENAISSANCE ASSOC - NM00002520,"$100,000.00","$77,505.29",NON-COMP - Sole Source,Service,RE-RENT.1CM,FPA 0182,Expired
1300114,FPA-Monthly Sundry & Additional Rent Exp.YR2013 (FPA_FACILI019496),1/1/2013,2/28/2014,HUTCH METRO CENTER 1 LLC,"$25,000.00","$19,248.31",NON-COMP - Sole Source,Service,RE-RENT.1CM,FPA 0182,Expired
1229878,Kohler Plumbing Supplies/Change Order # 2,1/1/2013,12/31/2015,KRASMAN SUPPLY CORPORATION DBA/DAYTON SUPPLY COMPANY,"$249,000.00","$248,994.30",COMPETETIVE RFP,Materials,PLUMBING AND HEATING.FAUCETTS/PARTS,L.I.C.-WHSE -LICW,Expired
1229860,Mustee Tub Surround,1/1/2013,12/31/2014,HD SUPPLY FACILITIES MAINTENANCE LTD,"$249,000.00","$248,811.65",COMPETETIVE RFP,Materials,PLUMBING AND HEATING.FAUCETTS/PARTS,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1229965,IT-Cisco Smartnet HW maintenance(IT_ITENTE019339),1/1/2013,12/31/2013,"IP LOGIC, INC.","$57,400.66","$57,400.66",GOVERMENT LIST,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1230142,Excess Workers' Compensation Insurance Coverage.(RISKFI019405),1/1/2013,12/31/2013,TOWERS WATSON PENNSYLVANIA INC,"$1,376,298.00","$1,376,298.00",COMPETETIVE RFP,Service,IS-OTHER INSURANCE.1CM,RISK MANAGEMENT-0128,Expired
1300110,FPA-Monthly Sundry & Add Rent Expenses for YR2013 (FACILI019491),1/1/2013,2/28/2014,90 CHURCH STREET LIMITED PARTNERSHIP,"$439,507.80","$439,507.80",NON-COMP - Sole Source,Service,RE-RENT.1CM,FPA 0182,Expired
1229643,Spence Engineering Parts/Change Order # 1,1/1/2013,12/31/2014,"SAMUEL LEVINE PLUMBING & HEATING, SUPPLIES INCORPORATED","$249,000.00","$248,937.42",COMPETETIVE RFP,Materials,PLUMBING AND HEATING.PIPE FITTINGS & VALVES,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1230262,JANITORIAL ITEMS,1/1/2013,6/30/2014,W.W. GRAINGER INC.,"$258,499.00","$257,872.80",GOV_TO_GOV,Materials,JANITORIAL SUPPLIES.DETERGENTS,VARIOUS PROPERTIES & DEPARTMENTS,Expired
1223902,"RFP 29000,5 - SLIDING CLOSET DOOR TRACK",1/1/2013,12/31/2015,"DEUTSCHER & DAUGHTER, INC","$254,999.00","$254,321.60",SEALED BID,Materials,HARDWARE.CABINET - KITCHEN CABINET HARDWARE,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1324460,Assessments- NYCHA'S Workers' Comp Self Insured Prgm (RISKFI022968),1/1/2013,12/31/2013,STATE OF NEW YORK WORKERS' COMPENSATION BOARD,"$331,543.00","$331,543.00",GOVERMENT LIST,Service,IS-OTHER INSURANCE.1CM,RISK MANAGEMENT-0128,Expired
1311187,Budget & Fin- Services for PACES Program. (Budget & Fin_BUDGET021081),1/1/2013,3/31/2014,NYC OFFICE OF LABOR RELATIONS,"$288,147.29","$288,147.29",NON-COMP - Sole Source,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,BUDGET & FINANCIAL-0111,Expired
1310226,IT-Cell Phone Services(IT_ITENTE020994) NYS OGS # 77017,1/1/2013,2/14/2014,NEXTEL COMMUNICATIONS,"$60,000.00","$34,989.94",GOVERMENT LIST,Service,CP-COMPUTER.1CM,VARIOUS PROPERTIES & DEPARTMENTS,Expired
1424873,IT- Doitt Sieble Licenses FY2013(IT_ITENTE28549),1/1/2013,8/31/2014,DEPARTMENT OF INFORMATION TECHNOLOGY,"$155,902.00","$155,902.00",GOVERMENT LIST,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1413773,Budget & Fin- Services for PACES Program. (BUDGET026987),1/1/2013,2/28/2015,NYC OFFICE OF LABOR RELATIONS,"$291,826.68","$291,826.68",NON-COMP - Sole Source,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,BUDGET & FINANCIAL-0111,Expired
1307375,IT - Authority Wide Land Line Services (ITENTE_ITENTE020425),1/1/2013,2/7/2014,"VERIZON - NEW YORK, INC.","$4,000,000.00","$3,916,741.69",GOVERMENT LIST,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1228139,"Various BX, BK, MX- Fuel Oil/Grade #2 Ultra Low Sulfur w/2% Bio-Diesel (Energy_N/A_Rory Christian)",1/1/2013,1/31/2016,S.J. FUEL CO. INC.,"$90,250,000.00","$78,712,631.08",SEALED BID,Service,FS-LUBRICANTS AND FUELS.1CM,ENERGY DEPT-0041,Expired
1228141,Various Citywide-Fuel Oil/Grade #2 Ultra Low Sulfur w/2% Bio-Diesel (Energy_N/A_Rory Christian),1/1/2013,12/31/2015,EAST COAST PETROLEUM INC.,"$970,000.00","$963,847.25",SEALED BID,Service,FS-LUBRICANTS AND FUELS.1CM,ENERGY DEPT-0041,Expired
1227460,"Engine Degreaser&All Purpose Clnr-Change 3, New Contact: Jessica Paul",1/1/2013,6/30/2017,N.Y.S. INDUSTRIES FOR THE DISABLED,"$245,000.00","$89,523.90",GOVERMENT LIST,Materials,JANITORIAL SUPPLIES.CLEANING SUPPLIES,L.I.C.-WHSE -LICW,Expired
1304072,Fingerprint investigation fees:Small Busnss Hiring Init(HUMANR019926),1/1/2013,12/31/2013,NYC DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,"$40,351.50","$39,711.00",NON-COMP - Sole Source,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,HR DIRECTOR-0015,Expired
1305758,IT-Internet Access. NYC OGS PS#63855(IT_ITENTE019961),1/1/2013,3/31/2014,CABLEVISION,"$75,000.00","$67,402.52",GOVERMENT LIST,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1305794,Var CW-Garden & Greening Program Consultant(Prgm&Assess_COMMUN020374),1/1/2013,12/31/2014,ANDRE LIVINGSTON,"$28,000.00","$27,555.00",COMPETETIVE RFP,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1305553,IT-Teleconferencing Services NYS OGS PS63306(IT_ITENTE020178),1/1/2013,2/14/2014,AT&T,"$48,000.00","$48,000.00",GOVERMENT LIST,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1305495,IT- Blackberry Services Procurement NYS OGS (ITENTE_ITENTE020177),1/1/2013,12/31/2013,NEXTEL COMMUNICATIONS,"$54,816.33","$54,816.33",GOVERMENT LIST,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1302838,Various CC & SC - Art Consultant (Com Ops Adm_COMMUN020307),1/1/2013,12/31/2013,RACHELLE MOZMAN,"$4,980.00","$2,550.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,COMM OPER ADMIN-0123,Expired
1308935,Assessment 15.8 Special Disability Fund. (RISKFI020717),1/1/2013,12/31/2013,STATE OF NEW YORK WORKERS' COMPENSATION BOARD,"$4,200,501.00","$4,200,501.00",COMPETETIVE RFP,Service,IS-OTHER INSURANCE.1CM,RISK MANAGEMENT-0128,Expired
1309203,IT - EVDO Services Procurement: NYS OGS (ITENTE_ITENTE020719),1/1/2013,12/31/2013,SPRINT COMM. COMPANY L.P.,"$28,000.00","$15,997.58",SMALL PURCHASE,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1308029,Risk- Administrator of NY State Workers Comp Law (RISKFI020501),1/1/2013,12/31/2013,STATE OF NEW YORK WORKERS' COMPENSATION BOARD,"$390,764.00","$390,764.00",COMPETETIVE RFP,Service,IS-OTHER INSURANCE.1CM,RISK MANAGEMENT-0128,Expired
1308221,IT - Long Distance Services Procurement NYS OGS (ITENTE_ITENTE020468),1/1/2013,2/14/2014,AT&T,"$40,000.00","$39,583.16",GOVERMENT LIST,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1308559,IT-Alternate Telephone Services NYC OGS#77017(IT_ITENTE020723),1/1/2013,12/31/2013,AT&T,"$46,000.00","$37,796.36",GOVERMENT LIST,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1306597,IT-CO-Cell Phones JAN and FEB 13-Verizon Wireless_(ITENTE020349),1/1/2013,4/20/2013,CELLCO PARTNERSHIP DBA/VERIZON WIRELESS,"$85,000.00","$81,436.46",GOV_TO_GOV,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1316693,IT - Wireless Services Procurement: (ITENTE_ITENTE021867),1/1/2013,2/14/2014,CELLCO PARTNERSHIP DBA/VERIZON WIRELESS,"$142,221.43","$142,221.43",NON-COMP - Sole Source,Service,TE-TELECOMMUNICATIONS.1CM,IT INFRASTRUCTURE,Expired
1316790,Third party inspections for state/city sites. (LEASED021561),1/1/2013,10/1/2014,NYC DEPT OF HOUSING PRESERVATION & DEVELOPMENT,"$275,163.29","$275,163.29",NON-COMP - Sole Source,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,LEASED HSG- MAN-0472,Expired
1316825,Bronx River Add- Substitute Adviser (Family Services_ FAMILY021722),1/1/2013,7/30/2013,LEOLA JOHNSON,$720.00,$112.00,SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,BRONX RIVER ADDITION (0533-A),Expired
1316829,Middletown Plz- Substitute Adviser (Family Services_ FAMILY021724),1/1/2013,7/30/2013,RACHEL RAMIREZ,$720.00,$112.00,SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,MIDDLETOWN PLZ-0302,Expired
1316830,Palmetto Grd- Substitute Adviser (Family Services_ FAMILY021726),1/1/2013,7/30/2013,FERNANDA RAMOS,$720.00,$112.00,SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,PALMETTO EVERGR-0393,Expired
1316561,"Additonal garbage collection (Bx,Bk,Mn,Qns) (BUDGET021668)",1/1/2013,2/14/2014,THE NYC DEPARTMENT OF SANITATION,"$669,105.00","$669,105.00",NON-COMP - Sole Source,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,BUDGET & FINANCIAL-0111,Expired
1334702,Risk Finance- Assessments Worker's Comp. (Risk Finance_RISKFI024234),1/1/2013,12/31/2013,STATE OF NEW YORK WORKERS' COMPENSATION BOARD,"$378,145.00","$378,145.00",GOVERMENT LIST,Service,IS-OTHER INSURANCE.1CM,RISK MANAGEMENT-0128,Expired
1314397,Assessment to NYCHA's Self insured Prgrm. (RISKFI021581),1/1/2013,12/31/2013,STATE OF NEW YORK WORKERS' COMPENSATION BOARD,"$402,717.00","$402,717.00",GOVERMENT LIST,Service,IS-OTHER INSURANCE.1CM,RISK MANAGEMENT-0128,Expired
1322203,LIVE DATABASE HOSTING & ASSOCIATED SUPPORT SERVICES,1/1/2013,2/7/2014,WARSHAW GROUP INC DBA/INTELLIS,"$100,000.00","$100,000.00",NON-COMP - Sole Source,Decar,CC-CONSULTANTS.1CM,VARIOUS PROJECT-VARP,Expired
1228142,Various SI-Fuel Oil/Grade #2 Ultra Low Sulfur w/2% Bio-Diesel (Energy_N/A_Rory Christian),1/1/2013,12/31/2015,RUCCI OIL COMPANY INC.,"$1,910,000.00","$92,286.86",SEALED BID,Service,FS-LUBRICANTS AND FUELS.1CM,ENERGY DEPT-0041,Expired
1301729,FPA-Monthly Sundry & Additional Rent Exp. YR2013 (FPA_FACILI019499),1/1/2013,2/28/2014,ATARA OFFICE LLC,"$300,000.00","$200,004.04",NON-COMP - Sole Source,Service,RE-RENT.1CM,FPA 0182,Expired
1311961,Risk Finance-Fund Reopened Cases NYCHA's Wkers Comp. program (RISKFI021159 A. Montan),1/1/2013,12/31/2013,STATE OF NEW YORK WORKERS' COMPENSATION BOARD,"$2,030,236.00","$2,030,236.00",GOVERMENT LIST,Service,IS-OTHER INSURANCE.1CM,RISK MANAGEMENT-0128,Expired
1230444,"Drew Hamilton & P.S. 139 Conversion Houses, Manhattan - Maintenance Painting Apts (MN Mgmt_TECHNI016668)",12/31/2012,6/30/2015,NEW APS MANAGEMENT CORP,"$281,796.00","$274,063.80",SEALED BID,Repair,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Expired
1227800,"IT-CO-Mythics, Inc for Oracle Software Licensing and Support_(ITENTE018957)",12/31/2012,2/8/2016,"MYTHICS, LLC","$2,307,284.99","$2,307,284.99",GOV_TO_GOV,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1230443,"Var BK E-Insp, Test, Repair Fire Stdpipe& Sprinkler(TSD FSU_TECHNI017411)",12/30/2012,2/28/2014,V. BARILE INC. D/B/A BARILE FIRE PROTECTION,"$77,167.31","$69,820.22",SMALL PURCHASE,Repair,FR-FIRE SAFETY.1CM,VARIOUS PROJECT-VARP,Expired
1223497,CM AS AGENT SERVICES,12/29/2012,12/29/2015,HUDSON MERIDIAN CONSTRUCTION GROUP LLC,"$55,000.00",$0.00,COMPETETIVE RFP,Decar,CC-CONSULTANTS.1CM,VARIOUS PROJECT-VARP,Expired
1230266,"Var MN S-Insp, Test, Repair Fire Stdpipe& Sprinkler(TSD FSU_TECHNI018075)",12/24/2012,1/31/2014,V. BARILE INC. D/B/A BARILE FIRE PROTECTION,"$78,533.58","$63,851.13",SMALL PURCHASE,Repair,FR-FIRE SAFETY.1CM,VARIOUS PROJECT-VARP,Expired
1230268,"Var BK E-Insp,Test,Repair Fire Stdpipe&Sprinkler(TSD FSU_TECHNI018076)",12/24/2012,1/31/2014,V. BARILE INC. D/B/A BARILE FIRE PROTECTION,"$77,167.31","$71,069.39",SMALL PURCHASE,Repair,FR-FIRE SAFETY.1CM,VARIOUS PROJECT-VARP,Expired
1230269,Lafayette Gardens-V/C Floor Tile In Apts (BK Mgmt_TECHNI017707),12/24/2012,12/18/2013,AL-RAZIQ CONSTRUCTION INC,"$37,182.27","$37,135.30",SMALL PURCHASE,Repair,TL-TILE.1CM,LAFAYETTE GARDE-0247,Expired
1230180,Var BX N-Quart. Clean Kitch R. Hood Exhaust Sys(TSD FSU_TECHNI018038),12/23/2012,10/30/2014,"ACME AMERICAN ENVIROMENTAL CO., INC.","$46,584.26","$19,835.10",SMALL PURCHASE,Service,FR-FIRE SAFETY.1CM,VARIOUS PROJECT-VARP,Expired
1230181,Var BX S-Quarterly Cleaning Kitchen Range Hood Exhaust Sys(TSD FSU_TECHNI018022),12/23/2012,10/30/2014,"ACME AMERICAN ENVIROMENTAL CO., INC.","$42,076.46","$18,071.98",SMALL PURCHASE,Repair,FR-FIRE SAFETY.1CM,VARIOUS PROJECT-VARP,Expired
1230182,Var BK E/S-Quarterly Clean Kitch. R Hood Exhaust(TSD FSU_TECHNI018038),12/23/2012,10/30/2014,"ACME AMERICAN ENVIROMENTAL CO., INC.","$52,605.18","$21,157.44",SMALL PURCHASE,Service,FR-FIRE SAFETY.1CM,VARIOUS PROJECT-VARP,Expired
1230183,Var BK W-Quarterly Clean Kitchen Range Hood Exhaust Sys(TSD FSU_TECHNI018043),12/23/2012,10/30/2014,"ACME AMERICAN ENVIROMENTAL CO., INC.","$41,976.46","$16,749.64",SMALL PURCHASE,Repair,FR-FIRE SAFETY.1CM,VARIOUS PROJECT-VARP,Expired
1230185,Var MN S-Quarterly Clean Kitchen Range Hood Exhaust Sys(TSD FSU_TECHNI018006),12/23/2012,10/30/2014,"ACME AMERICAN ENVIROMENTAL CO., INC.","$43,098.02","$14,986.52",SEALED BID,Service,FR-FIRE SAFETY.1CM,VARIOUS PROJECT-VARP,Expired
1230186,Var QN/SI-Quarterly Clean Kitchen Range Hood Exhaust Sys(TSD FSU_TECHNI018044),12/23/2012,10/30/2014,MAX BUILDERS INC.,"$45,965.83","$44,201.15",SMALL PURCHASE,Service,FR-FIRE SAFETY.1CM,VARIOUS PROJECT-VARP,Expired
1230184,Var MN N-Quarterly Clean Kitchen Range Hood Exhaust Sys(TSD FSU_TECHNI018016),12/23/2012,10/30/2014,"ACME AMERICAN ENVIROMENTAL CO., INC.","$50,110.50","$16,088.47",SEALED BID,Service,FR-FIRE SAFETY.1CM,VARIOUS PROJECT-VARP,Expired
1230285,GLENWOOD RA - Research Consultant (Com Ops Adm_COMMUN019371),12/20/2012,3/30/2013,"SHARE FOR LIFE FOUNDATION, INC.","$2,500.00","$2,500.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,GLENWOOD-0584,Expired
1230306,GLENMORE PLAZA - Administrative Consultant(Com Ops Adm_COMMUN019370),12/20/2012,2/28/2014,"SHARE FOR LIFE FOUNDATION, INC.","$4,850.00",$500.00,SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,GLENMORE PLAZA-0581,Expired
1230282,RED HOOK WEST - Research Consultant (Com Ops Adm_COMMUN019373),12/20/2012,3/30/2013,"SHARE FOR LIFE FOUNDATION, INC.","$2,500.00","$2,500.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,RED HOOK WEST-0230,Expired
1306773,Hurricane Sandy - Electrical Cabling,12/19/2012,4/15/2013,ATLANTIC DETROIT DIESEL ALLISON LLC,"$608,500.00","$608,500.00",NON-COMP- Emergency,Decar,EL-ELECTRICAL.1CM,VARIOUS PROJECT-VARP,Expired
1230158,FAMILY SERVICES - Outreach Worker (Family Svcs_FAMILY019379),12/17/2012,1/31/2013,HELENE TEXEIRA,"$1,155.00","$1,155.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,FAMILY PARTNERSHIPS-CO-0766,Expired
1230207,FAMILY SERVICES - Caseworker Services (Family Svcs_FAMILY019381),12/17/2012,1/31/2013,MELISSA JOURDAIN,"$1,155.00","$1,155.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,FAMILY PARTNERSHIPS-CO-0766,Expired
1230166,FAMILY SERVICES - Clerical Services (Family Svcs_FAMILY019380),12/17/2012,1/31/2013,CLARA CASANOVA,$945.00,$945.00,SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,FAMILY PARTNERSHIPS-CO-0766,Expired
1228270,EMERGENCY PLUMBING WORK,12/17/2012,11/18/2014,TR PIPE INC.,"$502,319.39","$502,319.39",NON-COMP- Emergency,Decar,PL-PLUMBING.1CM,VARIOUS PROJECT-VARP,Expired
1226699,EMERGENCY ELECTRICAL REPAIRS FOR VARIOUS DEVELOPMENTS,12/17/2012,2/5/2015,GILSTON ELECTRICAL CONTRACTING CORP.,"$7,717,025.00","$7,712,877.94",NON-COMP- Emergency,Repair,EL-ELECTRICAL.1CM,VARIOUS PROJECTS-0976,Expired
1230148,RED HOOK EAST - Rental Consultant (Com Ops Bklyn_COMMUN019375),12/14/2012,1/31/2013,ANTHONY BENNETT FLOWERS,$290.00,$290.00,SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,RED HOOK EAST-0202,Expired
1229163,"Var-Lead Based Paint Inspect.Svcs Contract ""Y""(TSD CSS_TECHNI019282)",12/14/2012,4/30/2014,BIG APPLE OCCUPATIONAL SAFETY INC,"$68,291.10","$68,083.44",SMALL PURCHASE,Service,EN-ENVIRONMENTAL.1CM,VARIOUS PROJECT-VARP,Expired
1229166,"Var-Lead Based Paint Inspect.Svcs Contract ""Z""(TSD CSS_TECHNI019284)",12/14/2012,10/10/2014,"Core Environmental, Inc.","$72,034.95","$71,202.64",SMALL PURCHASE,Service,EN-ENVIRONMENTAL.1CM,VARIOUS PROJECT-VARP,Expired
